year	week	away_team	home_team	away_score	home_score	
4	8	18	28	-1	-1	
4	8	20	31	-1	-1	
4	8	21	9	-1	-1	
4	8	22	29	-1	-1	
4	8	23	8	-1	-1	
4	8	25	24	-1	-1	
4	8	27	26	-1	-1	
4	8	30	16	-1	-1	
4	9	0	13	-1	-1	
4	9	3	17	-1	-1	
4	9	6	5	-1	-1	
4	9	8	20	-1	-1	
4	9	10	22	-1	-1	
4	9	11	21	-1	-1	
4	9	12	2	-1	-1	
4	9	14	25	-1	-1	
4	9	15	1	-1	-1	
4	9	16	18	-1	-1	
4	9	24	26	-1	-1	
4	9	28	7	-1	-1	
4	9	30	9	-1	-1	
4	9	31	4	-1	-1	
4	10	2	1	-1	-1	
4	10	4	13	-1	-1	
4	10	6	14	-1	-1	
4	10	9	11	-1	-1	
4	10	12	15	-1	-1	
4	10	17	18	-1	-1	
4	10	19	30	-1	-1	
4	10	22	8	-1	-1	
4	10	24	20	-1	-1	
4	10	25	16	-1	-1	
4	10	26	3	-1	-1	
4	10	27	23	-1	-1	
4	10	29	7	-1	-1	
4	10	31	10	-1	-1	
4	11	0	3	-1	-1	
4	11	1	12	-1	-1	
4	11	4	28	-1	-1	
4	11	5	11	-1	-1	
4	11	7	10	-1	-1	
4	11	13	15	-1	-1	
4	11	14	24	-1	-1	
4	11	16	19	-1	-1	
4	11	18	2	-1	-1	
4	11	20	9	-1	-1	
4	11	21	27	-1	-1	
4	11	23	25	-1	-1	
4	11	26	22	-1	-1	
4	11	29	6	-1	-1	
4	11	30	31	-1	-1	
4	12	3	14	-1	-1	
4	12	6	4	-1	-1	
4	12	7	5	-1	-1	
4	12	10	8	-1	-1	
4	12	11	20	-1	-1	
4	12	12	26	-1	-1	
4	12	15	0	-1	-1	
4	12	17	30	-1	-1	
4	12	19	23	-1	-1	
4	12	22	21	-1	-1	
4	12	24	2	-1	-1	
4	12	25	13	-1	-1	
4	12	27	1	-1	-1	
4	12	28	29	-1	-1	
4	12	31	18	-1	-1	
4	13	1	0	-1	-1	
4	13	2	17	-1	-1	
4	13	4	7	-1	-1	
4	13	8	9	-1	-1	
4	13	10	5	-1	-1	
4	13	14	12	-1	-1	
4	13	16	28	-1	-1	
4	13	18	19	-1	-1	
4	13	20	26	-1	-1	
4	13	21	13	-1	-1	
4	13	22	15	-1	-1	
4	13	23	11	-1	-1	
4	13	27	24	-1	-1	
4	13	31	29	-1	-1	
4	14	2	3	-1	-1	
4	14	4	6	-1	-1	
4	14	7	31	-1	-1	
4	14	11	9	-1	-1	
4	14	12	27	-1	-1	
4	14	17	16	-1	-1	
4	14	18	5	-1	-1	
4	14	19	0	-1	-1	
4	14	20	23	-1	-1	
4	14	21	10	-1	-1	
4	14	24	25	-1	-1	
4	14	26	15	-1	-1	
4	14	28	30	-1	-1	
4	14	29	8	-1	-1	
4	15	0	2	-1	-1	
4	15	3	7	-1	-1	
4	15	5	8	-1	-1	
4	15	9	10	-1	-1	
4	15	11	6	-1	-1	
4	15	14	1	-1	-1	
4	15	15	13	-1	-1	
4	15	16	29	-1	-1	
4	15	19	17	-1	-1	
4	15	20	21	-1	-1	
4	15	23	22	-1	-1	
4	15	24	18	-1	-1	
4	15	25	12	-1	-1	
4	15	26	27	-1	-1	
4	15	30	4	-1	-1	
4	15	31	28	-1	-1	
4	16	1	16	-1	-1	
4	16	2	15	-1	-1	
4	16	4	5	-1	-1	
4	16	6	30	-1	-1	
4	16	7	9	-1	-1	
4	16	8	11	-1	-1	
4	16	10	0	-1	-1	
4	16	12	14	-1	-1	
4	16	13	26	-1	-1	
4	16	17	31	-1	-1	
4	16	18	3	-1	-1	
4	16	21	22	-1	-1	
4	16	23	20	-1	-1	
4	16	27	25	-1	-1	
4	16	28	19	-1	-1	
4	16	29	24	-1	-1	
4	17	0	18	-1	-1	
4	17	2	14	-1	-1	
4	17	6	7	-1	-1	
4	17	8	10	-1	-1	
4	17	9	5	-1	-1	
4	17	11	1	-1	-1	
4	17	13	3	-1	-1	
4	17	16	20	-1	-1	
4	17	17	4	-1	-1	
4	17	21	28	-1	-1	
4	17	22	23	-1	-1	
4	17	24	12	-1	-1	
4	17	25	26	-1	-1	
4	17	27	15	-1	-1	
4	17	29	19	-1	-1	
4	17	31	30	-1	-1	
4	18	1	2	-1	-1	
4	18	3	0	-1	-1	
4	18	5	6	-1	-1	
4	18	7	4	-1	-1	
4	18	9	8	-1	-1	
4	18	10	11	-1	-1	
4	18	14	13	-1	-1	
4	18	15	12	-1	-1	
4	18	18	17	-1	-1	
4	18	19	16	-1	-1	
4	18	20	22	-1	-1	
4	18	23	21	-1	-1	
4	18	25	27	-1	-1	
4	18	26	24	-1	-1	
4	18	28	31	-1	-1	
4	18	30	29	-1	-1	
5	1	1	19	-1	-1	
5	1	3	0	-1	-1	
5	1	4	15	-1	-1	
5	1	5	2	-1	-1	
5	1	6	13	-1	-1	
5	1	8	10	-1	-1	
5	1	12	25	-1	-1	
5	1	14	27	-1	-1	
5	1	20	31	-1	-1	
5	1	21	11	-1	-1	
5	1	22	9	-1	-1	
5	1	24	18	-1	-1	
5	1	26	17	-1	-1	
5	1	28	16	-1	-1	
5	1	29	7	-1	-1	
5	1	30	23	-1	-1	
5	2	0	1	-1	-1	
5	2	2	3	-1	-1	
5	2	7	30	-1	-1	
5	2	9	21	-1	-1	
5	2	10	4	-1	-1	
5	2	13	5	-1	-1	
5	2	14	8	-1	-1	
5	2	15	6	-1	-1	
5	2	16	19	-1	-1	
5	2	18	17	-1	-1	
5	2	20	24	-1	-1	
5	2	23	11	-1	-1	
5	2	26	12	-1	-1	
5	2	27	25	-1	-1	
5	2	29	22	-1	-1	
5	2	31	28	-1	-1	
5	3	1	14	-1	-1	
5	3	3	13	-1	-1	
5	3	6	31	-1	-1	
5	3	7	5	-1	-1	
5	3	11	9	-1	-1	
5	3	12	15	-1	-1	
5	3	16	0	-1	-1	
5	3	17	23	-1	-1	
5	3	18	27	-1	-1	
5	3	19	10	-1	-1	
5	3	21	29	-1	-1	
5	3	22	8	-1	-1	
5	3	24	26	-1	-1	
5	3	25	2	-1	-1	
5	3	28	20	-1	-1	
5	3	30	4	-1	-1	
5	4	4	29	-1	-1	
5	4	5	28	-1	-1	
5	4	6	14	-1	-1	
5	4	8	7	-1	-1	
5	4	9	1	-1	-1	
5	4	10	2	-1	-1	
5	4	11	3	-1	-1	
5	4	13	12	-1	-1	
5	4	15	24	-1	-1	
5	4	17	0	-1	-1	
5	4	19	26	-1	-1	
5	4	21	20	-1	-1	
5	4	22	23	-1	-1	
5	4	25	18	-1	-1	
5	4	27	16	-1	-1	
5	4	31	30	-1	-1	
5	5	0	10	-1	-1	
5	5	1	18	-1	-1	
5	5	2	15	-1	-1	
5	5	3	17	-1	-1	
5	5	4	12	-1	-1	
5	5	9	8	-1	-1	
5	5	11	6	-1	-1	
5	5	14	5	-1	-1	
5	5	16	25	-1	-1	
5	5	20	22	-1	-1	
5	5	23	21	-1	-1	
5	5	24	19	-1	-1	
5	5	27	26	-1	-1	
5	5	28	7	-1	-1	
5	5	30	13	-1	-1	
5	5	31	29	-1	-1	
5	6	2	9	-1	-1	
5	6	3	8	-1	-1	
5	6	7	31	-1	-1	
5	6	10	11	-1	-1	
5	6	12	6	-1	-1	
5	6	13	14	-1	-1	
5	6	15	25	-1	-1	
5	6	17	24	-1	-1	
5	6	21	5	-1	-1	
5	6	22	4	-1	-1	
5	6	23	27	-1	-1	
5	6	26	0	-1	-1	
5	6	28	30	-1	-1	
5	6	29	19	-1	-1	
5	7	1	0	-1	-1	
5	7	7	6	-1	-1	
5	7	10	22	-1	-1	
5	7	11	20	-1	-1	
5	7	14	4	-1	-1	
5	7	15	9	-1	-1	
5	7	16	21	-1	-1	
5	7	18	3	-1	-1	
5	7	19	27	-1	-1	
5	7	24	13	-1	-1	
5	7	25	28	-1	-1	
5	7	30	17	-1	-1	
5	7	31	23	-1	-1	
5	8	0	12	-1	-1	
5	8	3	2	-1	-1	
5	8	5	4	-1	-1	
5	8	7	1	-1	-1	
5	8	8	21	-1	-1	
5	8	9	11	-1	-1	
5	8	17	16	-1	-1	
5	8	19	18	-1	-1	
5	8	20	30	-1	-1	
5	8	23	10	-1	-1	
5	8	24	31	-1	-1	
5	8	25	14	-1	-1	
5	8	26	29	-1	-1	
5	8	27	15	-1	-1	
5	8	28	22	-1	-1	
5	9	0	19	-1	-1	
5	9	1	11	-1	-1	
5	9	2	8	-1	-1	
5	9	4	7	-1	-1	
5	9	9	23	-1	-1	
5	9	10	3	-1	-1	
5	9	12	24	-1	-1	
5	9	13	27	-1	-1	
5	9	14	26	-1	-1	
5	9	18	16	-1	-1	
5	9	22	20	-1	-1	
5	9	28	15	-1	-1	
5	9	29	6	-1	-1	
5	9	30	5	-1	-1	
5	10	2	1	-1	-1	
5	10	4	0	-1	-1	
5	10	6	3	-1	-1	
5	10	8	11	-1	-1	
5	10	15	13	-1	-1	
5	10	16	9	-1	-1	
5	10	17	25	-1	-1	
5	10	18	26	-1	-1	
5	10	19	22	-1	-1	
5	10	21	28	-1	-1	
5	10	23	20	-1	-1	
5	10	24	14	-1	-1	
5	10	29	12	-1	-1	
5	10	31	5	-1	-1	
5	11	0	18	-1	-1	
5	11	3	1	-1	-1	
5	11	5	12	-1	-1	
5	11	6	30	-1	-1	
5	11	7	13	-1	-1	
5	11	10	9	-1	-1	
5	11	11	2	-1	-1	
5	11	16	24	-1	-1	
5	11	20	8	-1	-1	
5	11	22	21	-1	-1	
5	11	25	19	-1	-1	
5	11	26	15	-1	-1	
5	11	27	17	-1	-1	
5	11	28	29	-1	-1	
5	11	31	4	-1	-1	
5	12	1	10	-1	-1	
5	12	2	16	-1	-1	
5	12	4	6	-1	-1	
5	12	5	7	-1	-1	
5	12	9	0	-1	-1	
5	12	12	14	-1	-1	
5	12	13	26	-1	-1	
5	12	17	11	-1	-1	
5	12	18	8	-1	-1	
5	12	19	3	-1	-1	
5	12	21	25	-1	-1	
5	12	23	28	-1	-1	
5	12	24	27	-1	-1	
5	12	29	20	-1	-1	
5	12	30	31	-1	-1	
5	13	0	2	-1	-1	
5	13	6	5	-1	-1	
5	13	8	23	-1	-1	
5	13	11	10	-1	-1	
5	13	12	7	-1	-1	
5	13	14	15	-1	-1	
5	13	17	18	-1	-1	
5	13	20	21	-1	-1	
5	13	22	30	-1	-1	
5	13	24	1	-1	-1	
5	13	25	13	-1	-1	
5	13	26	16	-1	-1	
5	13	27	3	-1	-1	
5	13	29	31	-1	-1	
5	14	2	17	-1	-1	
5	14	5	29	-1	-1	
5	14	6	4	-1	-1	
5	14	8	9	-1	-1	
5	14	13	15	-1	-1	
5	14	16	1	-1	-1	
5	14	18	19	-1	-1	
5	14	20	7	-1	-1	
5	14	21	10	-1	-1	
5	14	23	22	-1	-1	
5	14	26	25	-1	-1	
5	14	27	12	-1	-1	
5	14	30	28	-1	-1	
5	14	31	14	-1	-1	
5	15	0	11	-1	-1	
5	15	1	3	-1	-1	
5	15	7	14	-1	-1	
5	15	9	5	-1	-1	
5	15	10	8	-1	-1	
5	15	13	4	-1	-1	
5	15	15	12	-1	-1	
5	15	16	17	-1	-1	
5	15	18	20	-1	-1	
5	15	19	2	-1	-1	
5	15	21	23	-1	-1	
5	15	22	31	-1	-1	
5	15	25	24	-1	-1	
5	15	26	27	-1	-1	
5	15	28	6	-1	-1	
5	15	29	30	-1	-1	
5	16	2	0	-1	-1	
5	16	3	16	-1	-1	
5	16	4	28	-1	-1	
5	16	5	15	-1	-1	
5	16	6	7	-1	-1	
5	16	8	1	-1	-1	
5	16	11	22	-1	-1	
5	16	12	10	-1	-1	
5	16	14	13	-1	-1	
5	16	17	19	-1	-1	
5	16	20	9	-1	-1	
5	16	23	29	-1	-1	
5	16	25	26	-1	-1	
5	16	27	24	-1	-1	
5	16	30	21	-1	-1	
5	16	31	18	-1	-1	
5	17	3	9	-1	-1	
5	17	4	5	-1	-1	
5	17	8	0	-1	-1	
5	17	10	20	-1	-1	
5	17	13	11	-1	-1	
5	17	14	12	-1	-1	
5	17	15	7	-1	-1	
5	17	17	1	-1	-1	
5	17	18	2	-1	-1	
5	17	19	16	-1	-1	
5	17	22	26	-1	-1	
5	17	23	6	-1	-1	
5	17	24	25	-1	-1	
5	17	27	30	-1	-1	
5	17	29	28	-1	-1	
5	17	31	21	-1	-1	
5	18	0	3	-1	-1	
5	18	1	2	-1	-1	
5	18	5	6	-1	-1	
5	18	7	4	-1	-1	
5	18	9	10	-1	-1	
5	18	11	8	-1	-1	
5	18	12	13	-1	-1	
5	18	15	14	-1	-1	
5	18	16	18	-1	-1	
5	18	19	17	-1	-1	
5	18	20	23	-1	-1	
5	18	21	22	-1	-1	
5	18	25	27	-1	-1	
5	18	26	24	-1	-1	
5	18	28	31	-1	-1	
5	18	30	29	-1	-1	
6	1	1	3	-1	-1	
6	1	4	5	-1	-1	
6	1	6	16	-1	-1	
6	1	9	12	-1	-1	
6	1	10	7	-1	-1	
6	1	11	14	-1	-1	
6	1	13	22	-1	-1	
6	1	15	20	-1	-1	
6	1	21	19	-1	-1	
6	1	23	18	-1	-1	
6	1	25	17	-1	-1	
6	1	26	8	-1	-1	
6	1	27	28	-1	-1	
6	1	29	24	-1	-1	
6	1	30	0	-1	-1	
6	1	31	2	-1	-1	
6	2	2	30	-1	-1	
6	2	3	9	-1	-1	
6	2	5	6	-1	-1	
6	2	7	4	-1	-1	
6	2	8	27	-1	-1	
6	2	12	11	-1	-1	
6	2	14	10	-1	-1	
6	2	15	1	-1	-1	
6	2	17	16	-1	-1	
6	2	19	18	-1	-1	
6	2	20	22	-1	-1	
6	2	23	13	-1	-1	
6	2	24	25	-1	-1	
6	2	26	31	-1	-1	
6	2	28	0	-1	-1	
6	2	29	21	-1	-1	
6	3	0	2	-1	-1	
6	3	4	14	-1	-1	
6	3	6	15	-1	-1	
6	3	8	10	-1	-1	
6	3	11	24	-1	-1	
6	3	13	12	-1	-1	
6	3	16	3	-1	-1	
6	3	17	5	-1	-1	
6	3	18	28	-1	-1	
6	3	19	20	-1	-1	
6	3	21	23	-1	-1	
6	3	22	7	-1	-1	
6	3	25	29	-1	-1	
6	3	27	9	-1	-1	
6	3	30	26	-1	-1	
6	3	31	1	-1	-1	
6	4	0	4	-1	-1	
6	4	1	8	-1	-1	
6	4	2	6	-1	-1	
6	4	3	7	-1	-1	
6	4	9	26	-1	-1	
6	4	10	25	-1	-1	
6	4	11	15	-1	-1	
6	4	12	21	-1	-1	
6	4	14	13	-1	-1	
6	4	16	23	-1	-1	
6	4	18	5	-1	-1	
6	4	20	17	-1	-1	
6	4	22	19	-1	-1	
6	4	24	27	-1	-1	
6	4	30	29	-1	-1	
6	4	31	28	-1	-1	
6	5	0	11	-1	-1	
6	5	2	1	-1	-1	
6	5	4	18	-1	-1	
6	5	5	3	-1	-1	
6	5	6	19	-1	-1	
6	5	7	12	-1	-1	
6	5	9	13	-1	-1	
6	5	15	10	-1	-1	
6	5	17	22	-1	-1	
6	5	20	23	-1	-1	
6	5	21	16	-1	-1	
6	5	24	26	-1	-1	
6	5	25	8	-1	-1	
6	5	27	14	-1	-1	
6	5	28	30	-1	-1	
6	5	29	31	-1	-1	
6	6	3	0	-1	-1	
6	6	4	1	-1	-1	
6	6	7	2	-1	-1	
6	6	8	24	-1	-1	
6	6	12	22	-1	-1	
6	6	13	11	-1	-1	
6	6	14	15	-1	-1	
6	6	18	21	-1	-1	
6	6	23	5	-1	-1	
6	6	25	27	-1	-1	
6	6	26	16	-1	-1	
6	6	28	20	-1	-1	
6	6	30	10	-1	-1	
6	6	31	9	-1	-1	
6	7	0	29	-1	-1	
6	7	3	31	-1	-1	
6	7	6	5	-1	-1	
6	7	8	11	-1	-1	
6	7	12	2	-1	-1	
6	7	15	9	-1	-1	
6	7	16	20	-1	-1	
6	7	17	30	-1	-1	
6	7	19	4	-1	-1	
6	7	21	14	-1	-1	
6	7	22	25	-1	-1	
6	7	24	28	-1	-1	
6	7	27	18	-1	-1	
6	8	1	30	-1	-1	
6	8	2	0	-1	-1	
6	8	4	7	-1	-1	
6	8	5	13	-1	-1	
6	8	8	6	-1	-1	
6	8	10	9	-1	-1	
6	8	16	19	-1	-1	
6	8	18	17	-1	-1	
6	8	20	12	-1	-1	
6	8	21	24	-1	-1	
6	8	22	15	-1	-1	
6	8	23	26	-1	-1	
6	8	25	31	-1	-1	
6	8	28	3	-1	-1	
6	8	29	27	-1	-1	
6	9	2	28	-1	-1	
6	9	3	4	-1	-1	
6	9	5	16	-1	-1	
6	9	6	0	-1	-1	
6	9	7	1	-1	-1	
6	9	9	8	-1	-1	
6	9	13	21	-1	-1	
6	9	14	20	-1	-1	
6	9	15	23	-1	-1	
6	9	19	17	-1	-1	
6	9	25	12	-1	-1	
6	9	26	11	-1	-1	
6	9	27	10	-1	-1	
6	9	31	29	-1	-1	
6	10	1	0	-1	-1	
6	10	7	6	-1	-1	
6	10	9	5	-1	-1	
6	10	11	4	-1	-1	
6	10	12	14	-1	-1	
6	10	16	31	-1	-1	
6	10	17	2	-1	-1	
6	10	18	22	-1	-1	
6	10	19	23	-1	-1	
6	10	21	15	-1	-1	
6	10	24	10	-1	-1	
6	10	26	13	-1	-1	
6	10	28	29	-1	-1	
6	10	30	25	-1	-1	
6	11	0	7	-1	-1	
6	11	3	2	-1	-1	
6	11	4	6	-1	-1	
6	11	5	19	-1	-1	
6	11	8	14	-1	-1	
6	11	10	13	-1	-1	
6	11	11	27	-1	-1	
6	11	17	21	-1	-1	
6	11	20	18	-1	-1	
6	11	22	16	-1	-1	
6	11	23	12	-1	-1	
6	11	24	9	-1	-1	
6	11	25	26	-1	-1	
6	11	29	1	-1	-1	
6	11	31	30	-1	-1	
6	12	2	5	-1	-1	
6	12	6	3	-1	-1	
6	12	7	17	-1	-1	
6	12	9	11	-1	-1	
6	12	10	8	-1	-1	
6	12	13	15	-1	-1	
6	12	14	23	-1	-1	
6	12	16	4	-1	-1	
6	12	18	0	-1	-1	
6	12	19	1	-1	-1	
6	12	21	20	-1	-1	
6	12	26	29	-1	-1	
6	12	27	24	-1	-1	
6	12	28	25	-1	-1	
6	12	30	22	-1	-1	
6	13	0	3	-1	-1	
6	13	1	28	-1	-1	
6	13	5	7	-1	-1	
6	13	11	10	-1	-1	
6	13	13	8	-1	-1	
6	13	15	12	-1	-1	
6	13	18	19	-1	-1	
6	13	20	4	-1	-1	
6	13	21	6	-1	-1	
6	13	22	14	-1	-1	
6	13	23	17	-1	-1	
6	13	26	24	-1	-1	
6	13	29	30	-1	-1	
6	13	31	27	-1	-1	
6	14	1	2	-1	-1	
6	14	7	18	-1	-1	
6	14	10	26	-1	-1	
6	14	11	9	-1	-1	
6	14	14	12	-1	-1	
6	14	17	6	-1	-1	
6	14	19	16	-1	-1	
6	14	20	13	-1	-1	
6	14	23	22	-1	-1	
6	14	24	15	-1	-1	
6	14	27	25	-1	-1	
6	14	28	31	-1	-1	
6	14	29	8	-1	-1	
6	14	30	3	-1	-1	
6	15	2	10	-1	-1	
6	15	3	1	-1	-1	
6	15	5	0	-1	-1	
6	15	6	4	-1	-1	
6	15	8	15	-1	-1	
6	15	12	13	-1	-1	
6	15	14	9	-1	-1	
6	15	16	7	-1	-1	
6	15	17	18	-1	-1	
6	15	19	29	-1	-1	
6	15	22	21	-1	-1	
6	15	23	20	-1	-1	
6	15	25	11	-1	-1	
6	15	26	27	-1	-1	
6	15	30	28	-1	-1	
6	15	31	24	-1	-1	
6	16	0	31	-1	-1	
6	16	1	6	-1	-1	
6	16	4	17	-1	-1	
6	16	7	5	-1	-1	
6	16	9	25	-1	-1	
6	16	10	12	-1	-1	
6	16	11	8	-1	-1	
6	16	13	3	-1	-1	
6	16	15	14	-1	-1	
6	16	18	16	-1	-1	
6	16	20	21	-1	-1	
6	16	22	23	-1	-1	
6	16	24	19	-1	-1	
6	16	27	30	-1	-1	
6	16	28	26	-1	-1	
6	16	29	2	-1	-1	
6	17	1	5	-1	-1	
6	17	3	29	-1	-1	
6	17	4	2	-1	-1	
6	17	9	10	-1	-1	
6	17	12	8	-1	-1	
6	17	14	0	-1	-1	
6	17	15	13	-1	-1	
6	17	16	17	-1	-1	
6	17	18	6	-1	-1	
6	17	19	7	-1	-1	
6	17	20	27	-1	-1	
6	17	21	22	-1	-1	
6	17	24	30	-1	-1	
6	17	26	25	-1	-1	
6	17	28	11	-1	-1	
6	17	31	23	-1	-1	
6	18	0	1	-1	-1	
6	18	2	3	-1	-1	
6	18	5	4	-1	-1	
6	18	6	7	-1	-1	
6	18	8	9	-1	-1	
6	18	10	11	-1	-1	
6	18	12	15	-1	-1	
6	18	13	14	-1	-1	
6	18	16	18	-1	-1	
6	18	17	19	-1	-1	
6	18	22	20	-1	-1	
6	18	23	21	-1	-1	
6	18	25	24	-1	-1	
6	18	27	26	-1	-1	
6	18	29	28	-1	-1	
6	18	30	31	-1	-1	
7	1	1	2	-1	-1	
7	1	3	21	-1	-1	
7	1	4	25	-1	-1	
7	1	6	27	-1	-1	
7	1	8	7	-1	-1	
7	1	10	5	-1	-1	
7	1	11	0	-1	-1	
7	1	14	12	-1	-1	
7	1	16	29	-1	-1	
7	1	18	22	-1	-1	
7	1	19	9	-1	-1	
7	1	24	23	-1	-1	
7	1	26	20	-1	-1	
7	1	28	15	-1	-1	
7	1	30	17	-1	-1	
7	1	31	13	-1	-1	
7	2	0	1	-1	-1	
7	2	2	3	-1	-1	
7	2	4	14	-1	-1	
7	2	5	8	-1	-1	
7	2	7	11	-1	-1	
7	2	9	16	-1	-1	
7	2	12	10	-1	-1	
7	2	15	31	-1	-1	
7	2	17	18	-1	-1	
7	2	19	28	-1	-1	
7	2	20	23	-1	-1	
7	2	22	21	-1	-1	
7	2	24	6	-1	-1	
7	2	25	27	-1	-1	
7	2	29	13	-1	-1	
7	2	30	26	-1	-1	
7	3	1	7	-1	-1	
7	3	3	4	-1	-1	
7	3	6	5	-1	-1	
7	3	8	17	-1	-1	
7	3	9	11	-1	-1	
7	3	13	15	-1	-1	
7	3	16	10	-1	-1	
7	3	18	30	-1	-1	
7	3	20	25	-1	-1	
7	3	21	12	-1	-1	
7	3	22	2	-1	-1	
7	3	23	29	-1	-1	
7	3	26	24	-1	-1	
7	3	27	0	-1	-1	
7	3	28	14	-1	-1	
7	3	31	19	-1	-1	
7	4	5	26	-1	-1	
7	4	7	6	-1	-1	
7	4	8	4	-1	-1	
7	4	10	19	-1	-1	
7	4	11	18	-1	-1	
7	4	12	0	-1	-1	
7	4	13	1	-1	-1	
7	4	14	9	-1	-1	
7	4	15	3	-1	-1	
7	4	17	16	-1	-1	
7	4	21	24	-1	-1	
7	4	23	2	-1	-1	
7	4	25	22	-1	-1	
7	4	27	20	-1	-1	
7	4	28	29	-1	-1	
7	4	31	30	-1	-1	
7	5	0	5	-1	-1	
7	5	1	23	-1	-1	
7	5	2	12	-1	-1	
7	5	3	20	-1	-1	
7	5	4	11	-1	-1	
7	5	10	6	-1	-1	
7	5	13	8	-1	-1	
7	5	15	14	-1	-1	
7	5	16	7	-1	-1	
7	5	17	19	-1	-1	
7	5	18	9	-1	-1	
7	5	22	27	-1	-1	
7	5	25	24	-1	-1	
7	5	26	21	-1	-1	
7	5	29	31	-1	-1	
7	5	30	28	-1	-1	
7	6	0	15	-1	-1	
7	6	1	14	-1	-1	
7	6	5	27	-1	-1	
7	6	6	8	-1	-1	
7	6	7	4	-1	-1	
7	6	9	17	-1	-1	
7	6	12	13	-1	-1	
7	6	18	16	-1	-1	
7	6	19	21	-1	-1	
7	6	23	26	-1	-1	
7	6	24	2	-1	-1	
7	6	28	10	-1	-1	
7	6	29	25	-1	-1	
7	6	31	11	-1	-1	
7	7	3	2	-1	-1	
7	7	4	10	-1	-1	
7	7	5	15	-1	-1	
7	7	9	8	-1	-1	
7	7	12	28	-1	-1	
7	7	13	30	-1	-1	
7	7	16	23	-1	-1	
7	7	17	29	-1	-1	
7	7	20	1	-1	-1	
7	7	21	25	-1	-1	
7	7	22	31	-1	-1	
7	7	26	7	-1	-1	
7	7	27	18	-1	-1	
7	8	1	0	-1	-1	
7	8	2	6	-1	-1	
7	8	9	3	-1	-1	
7	8	11	10	-1	-1	
7	8	14	31	-1	-1	
7	8	15	13	-1	-1	
7	8	18	28	-1	-1	
7	8	21	20	-1	-1	
7	8	23	22	-1	-1	
7	8	24	19	-1	-1	
7	8	25	5	-1	-1	
7	8	26	17	-1	-1	
7	8	27	4	-1	-1	
7	8	29	12	-1	-1	
7	8	30	16	-1	-1	
7	9	0	14	-1	-1	
7	9	2	21	-1	-1	
7	9	3	13	-1	-1	
7	9	4	24	-1	-1	
7	9	6	26	-1	-1	
7	9	7	25	-1	-1	
7	9	10	9	-1	-1	
7	9	12	1	-1	-1	
7	9	15	29	-1	-1	
7	9	16	11	-1	-1	
7	9	18	5	-1	-1	
7	9	19	8	-1	-1	
7	9	20	22	-1	-1	
7	9	28	30	-1	-1	
7	10	0	3	-1	-1	
7	10	5	7	-1	-1	
7	10	8	1	-1	-1	
7	10	10	2	-1	-1	
7	10	14	13	-1	-1	
7	10	17	11	-1	-1	
7	10	19	6	-1	-1	
7	10	20	24	-1	-1	
7	10	21	28	-1	-1	
7	10	22	15	-1	-1	
7	10	23	27	-1	-1	
7	10	26	4	-1	-1	
7	10	29	30	-1	-1	
7	10	31	18	-1	-1	
7	11	1	3	-1	-1	
7	11	2	20	-1	-1	
7	11	8	16	-1	-1	
7	11	9	7	-1	-1	
7	11	11	6	-1	-1	
7	11	12	15	-1	-1	
7	11	13	0	-1	-1	
7	11	17	10	-1	-1	
7	11	18	19	-1	-1	
7	11	22	26	-1	-1	
7	11	24	5	-1	-1	
7	11	25	23	-1	-1	
7	11	27	21	-1	-1	
7	11	28	31	-1	-1	
7	11	30	14	-1	-1	
7	12	0	22	-1	-1	
7	12	3	12	-1	-1	
7	12	6	4	-1	-1	
7	12	7	24	-1	-1	
7	12	10	8	-1	-1	
7	12	11	9	-1	-1	
7	12	15	2	-1	-1	
7	12	16	17	-1	-1	
7	12	19	30	-1	-1	
7	12	20	14	-1	-1	
7	12	21	1	-1	-1	
7	12	23	13	-1	-1	
7	12	26	25	-1	-1	
7	12	29	18	-1	-1	
7	12	31	27	-1	-1	
7	13	2	0	-1	-1	
7	13	4	5	-1	-1	
7	13	6	9	-1	-1	
7	13	8	11	-1	-1	
7	13	13	12	-1	-1	
7	13	14	29	-1	-1	
7	13	19	17	-1	-1	
7	13	23	20	-1	-1	
7	13	24	22	-1	-1	
7	13	25	1	-1	-1	
7	13	26	3	-1	-1	
7	13	27	7	-1	-1	
7	13	28	16	-1	-1	
7	13	30	31	-1	-1	
7	14	0	23	-1	-1	
7	14	7	5	-1	-1	
7	14	8	10	-1	-1	
7	14	11	19	-1	-1	
7	14	14	15	-1	-1	
7	14	16	18	-1	-1	
7	14	17	4	-1	-1	
7	14	20	21	-1	-1	
7	14	22	3	-1	-1	
7	14	24	27	-1	-1	
7	14	25	6	-1	-1	
7	14	29	28	-1	-1	
7	14	30	9	-1	-1	
7	14	31	12	-1	-1	
7	15	2	13	-1	-1	
7	15	3	1	-1	-1	
7	15	5	6	-1	-1	
7	15	7	10	-1	-1	
7	15	9	4	-1	-1	
7	15	12	14	-1	-1	
7	15	15	11	-1	-1	
7	15	18	8	-1	-1	
7	15	19	16	-1	-1	
7	15	20	30	-1	-1	
7	15	21	0	-1	-1	
7	15	22	23	-1	-1	
7	15	24	25	-1	-1	
7	15	27	26	-1	-1	
7	15	28	17	-1	-1	
7	15	31	29	-1	-1	
7	16	0	2	-1	-1	
7	16	1	22	-1	-1	
7	16	4	7	-1	-1	
7	16	6	12	-1	-1	
7	16	8	9	-1	-1	
